Facility ID,Facility Type,License Number,Licensed Facility Name,Address,Address 2,City,State,Zip Code,County,Telephone,Fax,Email,License Expiration Date,Licensed Owner,Owner Address,Owner City/State/Zip,Owner Description,Administrator,Title,Hospital Bed Total,Georeference
311878,FEDERALLY QUALIFIED HEALTH CENTERS,24089,"METROPOLITAN FAMILY HEALTH NETWORK, INC",935 GARFIELD AVENUE,,JERSEY CITY,NJ,07304,HUDSON,(201) 478-5802,(201) 478-5814,jdublin@metrofhn.org,02/28/2022,METROPOLITAN FAMILY HEALTH NETWORK,935 GARFIELD AVENUE,"JERSEY CITY, NJ  07304",Non-Profit - Other,Ms. JOAN DUBLIN,,,POINT (-74.07062698799996 40.71104500000007)
NJ80340,END STAGE RENAL DIALYSIS,80340,BIO-MEDICAL APPLICATIONS OF COLONIA,1250 ROUTE #27,,COLONIA,NJ,07067,MIDDLESEX,(732) 382-7333,(732) 382-7444,clinic1721@fmc-na.com,02/28/2022,"BIO-MEDICAL APPLICATIONS OF NEW JERSEY, INC.",920 WINTER STREET,"WALTHAM, MA  02451",Profit - LLC,. MAUREEN KENNEDY-MCDONNEL,,,POINT (-74.29473557899996 40.59155701000003)
NJ311910,FEDERALLY QUALIFIED HEALTH CENTERS,23975,SHABAZZ HEALTH CLINIC AT MALCOLM X SHABAZZ HIGH SCHOOL,80 JOHNSON AVENUE,,NEWARK,NJ,07108,ESSEX,(973) 679-7709,(732) 324-5765,tboggiano@jrmc.us,06/30/2021,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. JOHN O'LEARY,,,POINT (-74.19122203899998 40.72062400700003)
NJ50706,PSYCHIATRIC HOSPITAL,50706,ESSEX COUNTY HOSPITAL CENTER,204 GROVE AVENUE,,CEDAR GROVE,NJ,07009,ESSEX,(973) 571-2801,(973) 571-2864,fdelgaudio@health.essexcountynj.org,08/31/2021,COUNTY OF ESSEX,204 GROVE AVENUE,"CEDAR GROVE, NJ  07009",Govt - Hospital,. FRANK DELGAUDIO,,180,POINT (-74.23456402199999 40.85196000600007)
NJ20202,COMPREHENSIVE REHABILITATION HOSPITAL,20202,"KESSLER INSTITUTE FOR REHABILITATION, INC. NORTH FACILITY",300 MARKET STREET,,SADDLE BROOK,NJ,07663,BERGEN,(201) 587-8500,(201) 368-6262,pdriscoll@kessler-rehab.com,05/31/2021,"KESSLER INSTITUTE FOR REHABILITATION, INC.",4716 OLD GETTYSBURG ROAD,"MECHANICSBURG, PA  17055",Profit - Corporation,"Mr. PHILIP DRISCOLL, JR",Facility V P,112,POINT (-74.09271196199995 40.896056989000044)
NJ23343,AMBULATORY CARE FACILITY,23343,"UNIVERSITY RADIOLOGY GROUP, PC",3822 RIVER ROAD,,POINT PLEASANT,NJ,08742,OCEAN,(732) 892-1200,(732) 892-1202,marcel.pirovana@univrad.com,06/30/2021,"UNIVERSITY RADIOLOGY GROUP, P.C.",579A CRANBURY ROAD,"EAST BRUNSWICK, NJ  08816",Profit - Corporation,Ms. DANA MARTYN,,,POINT (-74.08786797599998 40.094744992000074)
NJ317023,HOME HEALTH AGENCY,71801,COMMUNITY VISITING NURSE SERVICE,110 WEST END AVENUE,,SOMERVILLE,NJ,08876,SOMERSET,(908) 725-9355,(908) 253-9672,alyce@communityvna.org,03/31/2022,SOMERSET VALLEY VISITING NURSE ASSOCIATION,110 WEST END AVENUE,"SOMERVILLE, NJ  08876",Non-Profit - Other,Ms. ALYCE BROPHY,DIRECTOR,,POINT (-74.62224900499996 40.572634004000065)
311883,FEDERALLY QUALIFIED HEALTH CENTERS,24248,SOUTHERN JERSEY FAMILY MED CENTER - WOMAN AND CHILDREN,1125 ATLANTIC AVENUE,,ATLANTIC CITY,NJ,08401,ATLANTIC,(609) 348-0066,(609) 348-1157,jodine.patterson@sjfme.org,09/30/2021,"SOUTHERN JERSEY FAMILY MEDICAL CENTERS, INC",1 N WHITE HORSE CENTER,"HAMMONTON, NJ  08037",Non-Profit - Other,Ms. JODINE PATTERSON,,,POINT (-74.42548801899994 39.363654987000075)
NJ317047,HOME HEALTH AGENCY,70202,AMEDISYS HOME HEALTH,"21 MAIN STREET, SUITE 252",,HACKENSACK,NJ,07601,BERGEN,(201) 342-6311,(201) 678-9670,4201@amedisys.com,03/31/2022,"AMEDISYS NEW JERSEY, L.L.C.","3854 AMERICAN WAY, SUITE A","BATON ROUGE, LA  70816",Profit - LLC,Ms. SUSAN REYES,,,POINT (-74.04603599299998 40.87891800800003)
NJ10401,GENERAL ACUTE CARE HOSPITAL,10401,JEFFERSON CHERRY HILL HOSPITAL,2201 CHAPEL AVENUE WEST,,CHERRY HILL,NJ,08002,CAMDEN,(856) 488-6802,(856) 566-5277,jw.devine@kennedyhealth.org,12/31/2021,"KENNEDY UNIVERSITY HOSPITAL, INC. CHERRY HILL DIV",2201 CHAPEL AVENUE WEST,"CHERRY HILL, NJ  08002",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,196,POINT (-75.01599795899995 39.927624008000066)
NJ23239,AMBULATORY CARE FACILITY,23239,NJIN OF WASHINGTON TOWNSHIP,157 FRIES MILL ROAD,,TURNERSVILLE,NJ,08012,GLOUCESTER,(856) 677-1010,(856) 424-6111,peter.sulovski@radnet.com,11/30/2021,THE NEW JERSEY IMAGING NETWORK LLC,95 OLD SHORT HILLS ROAD,"WEST ORANGE, NJ  07052",Profit - LLC,Ms. STEPHANIE PRIMO,,,POINT (-75.04732196899994 39.740755008000065)
NJ23144,SPECIAL HOSPITAL,23144,KINDRED HOSPITAL NEW JERSEY-MORRIS COUNTY,400 WEST BLACKWELL STREET,,DOVER,NJ,07801,MORRIS,(973) 537-3816,(973) 537-3895,yohana.buchholz-lenz@kindred.com,05/31/2021,"KINDRED HOSPITALS EAST, LLC",680 SOUTH FOURTH STREET,"LOUISVILLE, KY  40202",Profit - Corporation,. TARRA WASHINGTON,,45,POINT (-74.57637996199999 40.884813001000055)
NJ31C0001149,AMBULATORY SURGICAL CENTER,23060,"MAY STREET SURGI CENTER, LLC","205 MAY STREET, SUITE 103",,EDISON,NJ,08837,MIDDLESEX,(732) 661-9075,(732) 661-9619,dwawrzynski@amsurg.com,12/31/2021,"MAY STREET SURGI CENTER, LLC","205 MAY STREET, SUITE 103","EDISON, NJ  08837",Profit - LLC,Ms. DOROTHY WAWRZYNSKI,,,POINT (-74.32676898099999 40.52846300900006)
NJ31C0001135,AMBULATORY SURGICAL CENTER,22987,"CENTER FOR AMBULATORY SURGERY, LLC",1450 ROUTE 22 WEST,,MOUNTAINSIDE,NJ,07092,UNION,(908) 233-2020,(908) 233-9322,teresa.lavelle@amsurg.com,07/31/2021,CENTER FOR AMBULATORY SURGERY,1A BURTON HILLS BOULEVARD,"NASHVILLE, TN  37215",Profit - LLC,Ms. TERESA LAVELLE,,,POINT (-74.35991999399994 40.67109299400005)
NJ317067,HOME HEALTH AGENCY,71502,"VNA HEALTH GROUP OF NEW JERSEY, LLC",1433 HOOPER AVENUE,,TOMS RIVER,NJ,08753,OCEAN,(732) 818-6872,(732) 784-9710,Ellen.Gusick@vnahg.org,11/30/2021,"VNA HEALTH GROUP OF NEW JERSEY, L.L.C.","23 MAIN STREET, SUITE D1","HOLMDEL, NJ  07733",,Ms. ELLEN GUSICK,R.N.,,POINT (-74.17236200299999 39.99372101400007)
NJ24816,FEDERALLY QUALIFIED HEALTH CENTERS,24816,COMPLETECARE HEALTH NETWORK-WOODBURY,75 WEST RED BANK AVENUE,,WOODBURY,NJ,08096,GLOUCESTER,(856) 451-4700,,rmoran@chcinj.org,04/30/2021,COMPLETECARE HEALTH NETWORK-VINELAND HEALTH CAMPUS,785 W. SHERMAN AVENUE,"VINELAND, NJ  08360",Non-Profit - Corporation,. ROBERT MORAN,,,POINT (-75.15047503399995 39.84289600000005)
NJ80308,MATERNAL AND CHILD HEALTH CONSORTIUM,80308,PARTNERSHIP FOR MATERNAL & CHILD HEALTH OF NORTHERN NJ,"50 PARK PLACE, SUITE 700",,NEWARK,NJ,07102,ESSEX,(973) 268-2280,(973) 242-0286,izimmerman@partnershipmch.org,04/30/2021,PARTNERSHIP FOR MATERNAL & CHILD HEALTH OF NORTHER,"50 PARK PLACE, SUITE 700","NEWARK, NJ  07102",Non-Profit - Corporation,Ms. ILISE ZIMMERMAN,,,POINT (-74.16795496599997 40.738870991000056)
NJ22297,AMBULATORY CARE FACILITY,22297,NJIN OF EDISON,3826-3830 PARK AVENUE,,EDISON,NJ,08820,MIDDLESEX,(732) 494-9061,(732) 494-5960,LEIDY.SANTANA@RADNET.COM,08/31/2021,THE NEW JERSEY IMAGING NETWORK LLC,95 OLD SHORT HILLS ROAD,"WEST ORANGE, NJ  07052",Profit - LLC,Ms. LEIDY SANTANA,,,POINT (-74.38605099699998 40.56784701600003)
NJ25121,AMBULATORY CARE FACILITY,25121,REGIONAL CANCER CARE,"9 CENTRE DRIVE, SUITE 115",,MONROE TWP,NJ,08831,MIDDLESEX,(609) 655-5755,(609) 655-5725,jpepek@regionalcancercare.org,12/31/2021,"REGIONAL CANCER CARE ASSOCIATES, LLC","25 MAIN STREET, SUITE 601","HACKENSACK, NJ  07601",Profit - Corporation,Ms. JAN DRAGOTTA,,,POINT (-74.46187402799995 40.339925005000055)
NJ24352,END STAGE RENAL DIALYSIS,24352,FRESENIUS MEDICAL CARE IRONBOUND,248 SOUTH STREET,,NEWARK,NJ,07114,ESSEX,(973) 344-0655,(973) 344-6966,sandra.p.hill@fmc-na.com,10/31/2021,"FRESENIUS MEDICAL CARE IRONBOUND, L.L.C.",940 WINTER STREET,"WALTHAM, MA  02451",Profit - LLC,Mr. BENJAMIN CAUSEY,,,POINT (-74.16761901899997 40.72084998300005)
NJ22328,PSYCHIATRIC HOSPITAL,22328,RUTGERS HEALTH - UNIVERSITY BEHAVIORAL HEALTH CARE,671 HOES LANE WEST,,PISCATAWAY,NJ,08854,MIDDLESEX,(732) 235-5900,(732) 235-4594,lisa.mcconlogue@rutgers.edu,06/30/2021,"RUTGERS HEALTH GROUP, INC.",83 FRENCH STREET,"NEW BRUNSWICK, NJ  08901",Govt - Hospital,Dr. FRANK GHINASSI,,64,POINT (-74.47028903999995 40.52577401100007)
NJ25137,HOSPICE CARE BRANCH,25137,BAYADA HOSPICE,"1801 ZION ROAD, SUITE 2",,NORTHFIELD,NJ,08225,ATLANTIC,(609) 813-2149,(609) 813-7087,mamendolia@bayada.com,11/30/2021,"BAYADA HOME HEALTH CARE, INC.",4800 HADDONFIELD ROAD,"PENNSAUKEN, NJ  08109",Profit - Individual,. MARITZA KIRKPATRICK,,,POINT (-74.55922497199998 39.36984498000004)
NJ24031-1,AMBULATORY SURGICAL CENTER,24031,MIDDLESEX SURGERY CENTER,1921 OAKTREE ROAD,,EDISON,NJ,08820,MIDDLESEX,(732) 494-8800,(732) 494-8181,tpark3848@gmail.com,02/28/2022,MIDDLESEX SURGERY CENTER,1921 OAKTREE ROAD,"EDISON, NJ  08820",,. ROBERT PARK,,,POINT (-74.36327501899996 40.57326700600004)
NJ25037,AMBULATORY CARE FACILITY,25037,"URGENT CARE IMAGING CENTER, LLC","107 CEDAR GROVE LANE, SUITE 108",,SOMERSET,NJ,08873,SOMERSET,(732) 560-7172,(732) 412-7225,abdurgso@hotmail.com,02/28/2022,"URGENT CARE IMAGING CENTER, LLC",54 PEOPLES LINE ROAD,"SOMERSET, NJ  08873",Profit - LLC,Mr. MUHAMMAD FAISAL KHAN,,,POINT (-74.52000998599993 40.524138995000044)
NJ24185,AMBULATORY CARE FACILITY,24185,"ENT AND ALLERGY ASSOCIATES, L.L.P.",1211 HAMBURG TURNPIKE,,WAYNE,NJ,07470,PASSAIC,(973) 633-0808,(973) 633-8811,astella@entandallergy.com,01/31/2021,"ENT AND ALLERGY ASSOCIATES, LLP",1211 HAMBURG TURNPIKE SUITE 209,"WAYNE, NJ  07470",Profit - Partnership,Mr. ANTHONY STELLA,,,POINT (-74.24467896799996 40.96030800600005)
NJ22658,HOSPICE CARE PROGRAM,22658,ATLANTIC HOME CARE AND HOSPICE,"465 SOUTH STREET, SUITE 100",,MORRISTOWN,NJ,07960,MORRIS,(973) 379-8400,(973) 379-8498,Anna.Pence@atlantichealth.org,03/31/2022,AHS HOSPITAL CORP.,475 SOUTH STREET,"MORRISTOWN, NJ  07960",Non-Profit - Hospital,Ms. MARY PRADILLA,,,POINT (-74.46900996099998 40.77434601300007)
NJ1279,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1279,TRINITAS REGIONAL MEDICAL CENTER SLEEP,"2 JACKSON DRIVE, HOMEWOOD SUITES",,CRANFORD,NJ,07016,UNION,(908) 994-5226,(908) 351-7930,mmctigue@trinitas.org,08/31/2021,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,"ELIZABETH, NJ  07207",Non-Profit - Hospital,Mr. GARY HORAN,Pres. & CEO,,POINT (-74.28744999999998 40.64113000000003)
NJ24815,HOSPICE CARE PROGRAM,24815,BAYADA HOSPICE,299 GRAND STREET,,JERSEY CITY,NJ,07302,HUDSON,(201) 630-2158,(201) 516-6033,mkirkpatrick@bayada.com,03/31/2022,"BAYADA HOME HEALTH CARE, INC.",4800 HADDONFIELD ROAD,"PENNSAUKEN, NJ  08109",Profit - Individual,. MARITZA KIRKPATRICK,,,POINT (-74.04734298299996 40.71624199000007)
NJ311908,FEDERALLY QUALIFIED HEALTH CENTERS,23973,JEWISH RENAISSANCE MEDICAL CENTER,90 PARKER STREET,,NEWARK,NJ,07114,ESSEX,(973) 679-7709,(732) 324-5765,tboggiano@jrmc.us,06/30/2021,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. JOHN O'LEARY,,,POINT (-74.17937497299994 40.75623498300007)
NJ71370,AMBULATORY CARE FACILITY,71370,PLANNED PARENTHOOD OF NCSNJ,69 EAST NEWMAN SPRINGS ROAD,,SHREWSBURY,NJ,07702,MONMOUTH,(973) 879-1306,(973) 539-0180,amy.raspatello@ppgnnj.org,12/31/2021,PLANNED PARENTHOOD OF NCSNJ,196 SPEEDWELL AVENUE,"MORRISTOWN, NJ  07960",Non-Profit - Corporation,Ms. TRISTE BROOKS,,,POINT (-74.06656503399995 40.337854005000054)
NJ70691,AMBULATORY CARE FACILITY - SATELLITE,70691,"FAMCARE, INC.",30 MAGNOLIA AVENUE,,BRIDGETON,NJ,08302,CUMBERLAND,(856) 794-1235,(856) 451-8406,clipscomb@famcareinc.org,02/28/2022,"FAMCARE, INC.",711 NORTH MAIN STREET,"GLASSBORO, NJ  08028",,Ms. KATHIE NIXON,,,POINT (-75.22044003699995 39.43679899400007)
NJ1031,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1031,TRINITAS HEALTH CENTER - JEFFERSON AVENUE,65 JEFFERSON AVENUE,,ELIZABETH,NJ,07201,UNION,(908) 994-5754,(908) 994-5756,mmctigue@trinitas.org,08/31/2021,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,"ELIZABETH, NJ  07207",Non-Profit - Hospital,Mr. GARY HORAN,Pres. & CEO,,POINT (-74.21301704599995 40.66409983700004)
NJ25064,HOSPICE CARE PROGRAM,25064,"PIONEER HOSPICE OF NJ, INC.",14 SOUTH CENTER STREET,,ORANGE,NJ,07050,ESSEX,(718) 338-6300,(347) 710-1969,GERARD@THEPIONEERHEALTHGROUP.COM,03/31/2021,"PIONEER HOSPICE OF NJ, INC.",14 SOUTH CENTER STREET,"ORANGE, NJ  07050",,Ms. PATIENCE EMENIKE,,,POINT (-74.22860901499996 40.77112099200008)
NJ24431,HOSPICE CARE BRANCH,24418,VISITING NURSE ASSOCIATION OF CENTRAL JERSEY HOME CARE & HOSPICE,204 CREEK CROSSING BOULEVARD,,HAINESPORT,NJ,08036,BURLINGTON,(609) 267-7417,(732) 784-9430,ELLEN.GUSICK@VNAHG.ORG,02/28/2022,"VNA HEALTH GROUP OF NEW JERSEY, LLC","23 MAIN STREET, SUITE D1","HOLMDEL, NJ  07733",Non-Profit - LLC,Ms. ELLEN GUSICK,,,POINT (-74.84717894699997 39.974649132000025)
NJR24713,AMBULATORY SURGICAL CENTER,R24713,AZURA SURGERY CENTER WOODLAND PARK,"1225 MCBRIDE AVENUE, SUITE 117",,WOODLAND PARK,NJ,07424,PASSAIC,(973) 837-1018,(973) 837-1329,margarette.sanches@azuracare.com,10/31/2021,ACCESS CARE PHYSICIANS OF NJ LLC,"1225 MCBRIDE AVENUE, SUITE 116","WOODLAND PARK, NJ  07424",Profit - LLC,Ms. MARGARETTE SANCHES,,,POINT (-74.21290300499999 40.88986699500004)
NJ311831,FEDERALLY QUALIFIED HEALTH CENTERS,22310,CHAMBERS MANOR,317 CHAMBERS STREET,,TRENTON,NJ,08609,MERCER,(609) 989-3599,(609) 392-3679,georgec.stokes@henryjaustin.org,08/31/2021,"HENRY J. AUSTIN HEALTH CENTER, INC.",321 NORTH WARREN STREET,"TRENTON, NJ  08618",Non-Profit - Corporation,Dr. KEMI ALLI,,,POINT (-74.74480500199996 40.21923201200008)
NJ23311,AMBULATORY SURGICAL CENTER,23311,VANTAGE SURGERY CENTER,350 YOUNG AVENUE,,MOORESTOWN,NJ,08057,BURLINGTON,(609) 654-5795,(609) 654-5828,kpritchard@vscnj.com,06/30/2021,VANTAGE SURGICAL ASSOCIATES LLC,350 YOUNG AVENUE,"MOORESTOWN, NJ  08057",Profit - LLC,Ms. KATHLEEN PRITCHARD,,,POINT (-74.91614889999994 39.97075193000007)
NJ25123,AMBULATORY CARE FACILITY - SATELLITE,25123,FREEHOLD PRIMARY CARE CENTER,597 PARK AVENUE,,FREEHOLD,NJ,07728,MONMOUTH,(732) 502-5150,,patricia.scherer@vnahg.org,02/28/2022,"VNA OF CENTRAL JERSEY COMMUNITY HEALTH CENTER, INC",1301 MAIN STREET,"ASBURY PARK, NJ  07712",Non-Profit - Other,Dr. KRISTINE MCCOY,,,POINT (-74.26997395899997 40.250282018000064)
NJ25158,END STAGE RENAL DIALYSIS,25158,SOUTH DEAN DIALYSIS,100 W FOREST AVENUE SUITE G,,ENGLEWOOD,NJ,07631,BERGEN,(201) 816-9710,(201) 816-9736,schevone.johnson@davita.com,06/30/2020,"ISD RENAL, INC.",2000 16TH STREET,"DENVER, CO  80202",Profit - Corporation,Ms. SCHEVONE JOHNSON,,,POINT (-73.98515403899995 40.886852988000044)
NJ23345,AMBULATORY CARE FACILITY,23345,60TH STREET MRI,6001 MONROE PLACE,,WEST NEW YORK,NJ,07093,HUDSON,(201) 854-1200,(201) 854-3333,NORTHJERSEYIMAGING@GMAIL.COM,06/30/2021,"RICARDO T. BALDONADO, M.D.",307-60TH STREET,"WEST NEW YORK, NJ  07093",,Dr. RICARDO BALDONADO,DIRECTOR,,POINT (-74.01334103799996 40.787643986000035)
NJ24814-1,AMBULATORY SURGICAL CENTER,24814,"RIVERSIDE SURGICAL CENTER OF NEWARK, LLC",393 MULBERRY STREET,,NEWARK,NJ,07102,ESSEX,(973) 559-5009,(973) 559-5001,toni.ryan@scasurgery.com,07/31/2021,"RIVERSIDE SURGICAL CENTER OF NEWARK, LLC.","393 MULBERRY STREET, 2ND FLOOR","NEWARK, NJ  07102",,. ALICE LAZORE,,,POINT (-74.17438598099994 40.725551015000065)
NJ1257,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1257,ST FRANCIS MEDICAL CENTER SLEEP LAB AT HAMILTON,"1225 WHITEHORSE-MERCERVILLE RD, BLDG D, SUITE 206",,HAMILTON,NJ,08619,MERCER,(609) 599-5018,(609) 695-2744,jromano@stfrancismedical.org,12/31/2021,ST. FRANCIS MEDICAL CENTER,601 HAMILTON AVENUE,"TRENTON, NJ  08629",Non-Profit - Hospital,Mr. DANIEL MOEN,,,POINT (-74.69184998199995 40.20971901300004)
NJ22876,AMBULATORY CARE FACILITY,22876,"CLIFFSIDE PARK IMAGING AND DIAGNOSTIC CENTER, LLC","596 ANDERSON AVENUE, SUITE 120",,CLIFFSIDE PARK,NJ,07010,BERGEN,(201) 945-6747,(201) 945-1466,michaeldavit@hotmail.com,09/30/2021,"CLIFFSIDE PARK IMAGING AND DIAGNOSTIC CENTER, LLC",596 ANDERSON AVENUE,"CLIFFSIDE PARK, NJ  07010",Profit - LLC,Mr.. MICHAEL DAVIT,,,POINT (-73.98815601799998 40.82417701400005)
NJ311903,FEDERALLY QUALIFIED HEALTH CENTERS,24779,NEWARK DEPARTMENT OF HEALTH AND COMMUNITY WELLNESS,"140 BERGEN STREET, E-1640",,NEWARK,NJ,07103,ESSEX,(973) 733-5310,(973) 733-3648,"councilt@ci.newark,nj.us",05/31/2021,NEWARK DEPARTMENT OF HEALTH AND COMMUNITY WELLNESS,"110 WILLIAM STREET, ROOM 208","NEWARK, NJ  07102",Govt - City,Dr. MARK WADE,M.D.,,POINT (-74.19227448599997 40.74051628800004)
NJ10204,GENERAL ACUTE CARE HOSPITAL,10204,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,(201) 487-0944,mark.sparta@hmhn.org,10/31/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,Mr. MARK SPARTA,,781,POINT (-74.05565196399994 40.88341498300008)
NJ22925,HOSPICE CARE PROGRAM,22925,HEARTLAND HOSPICE SERVICES,"1385 CHEWS LAND-CLEM ROAD, UNIT 4",,LAUREL SPRINGS,NJ,08021,CAMDEN,(856) 251-0707,(856) 251-9937,4743@admin@hcr-manorcare.com,07/31/2021,"HEARTLAND HOSPICE SERVICES, L.L.C.",333 N SUMMIT STREET,"TOLEDO, OH  43604",Profit - LLC,Mr. JERRY MCCOOL,,,POINT (-75.04690198999998 39.82408025500007)
NJ1208,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1208,COOPER GAMMA KNIFE AND DIAGNOSTIC CENTER,3 COOPER PLAZA,,CAMDEN,NJ,08103,CAMDEN,(856) 342-3400,(856) 968-8230,o'shea-donna@cooperhealth.edu,05/31/2021,COOPER HEALTH SYSTEM,ONE COOPER PLAZA,"CAMDEN, NJ  08103",Non-Profit - Hospital,Dr. ANTHONY MAZZARELLI,,,POINT (-75.11584000399995 39.94092001100006)
NJ1252,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1252,ARMC WOUND HEALING CENTER,"2500 ENGLISH CREEK AVENUE, BUILDING 701",,EGG HARBOR TOWNSHIP,NJ,08234,ATLANTIC,(609) 407-2205,(609) 407-2206,donna-howell@atlanticare.org,12/31/2021,ATLANTICARE REGIONAL MED CENTER MAINLAND CAMPUS,JIMMIE LEEDS ROAD,"POMONA, NJ  08240",,Ms. MARGARET BELFIELD,C.O.O.,,POINT (-74.60438096599995 39.436172992000024)
NJ1447,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1447,CAREPOINT HEALTH CHRIST HOSPITAL MOBILE VAN,176 PALISADE AVENUE,,JERSEY CITY,NJ,07306,HUDSON,(201) 795-8200,(201) 795-8796,maraie.duffy@carepointhealth.org,05/31/2021,CHRIST HOSPITAL,176 PALISADE AVENUE,"JERSEY CITY, NJ  07306",Profit - Corporation,Ms. MARIE DUFFY,,,POINT (-74.05026499799999 40.73443201900005)
NJ1286,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1286,COOPER CANCER INSTITUTE HEMATOLOGY/MED ONCOLOGY,"1000 SALEM ROAD, SUITE C",,WILLINGBORO,NJ,08046,BURLINGTON,(609) 877-1001,(609) 877-0992,,05/31/2021,COOPER HEALTH SYSTEM,ONE COOPER PLAZA,"CAMDEN, NJ  08103",Non-Profit - Hospital,Dr. ANTHONY MAZZARELLI,,,POINT (-74.88029630799997 40.044054946000074)
NJR24602,SURGICAL PRACTICE,R24602,"REJUV SURGERY CENTER, LLC",59 MINE BROOK ROAD,,BERNARDSVILLE,NJ,07924,SOMERSET,(908) 630-0007,(908) 630-9619,Shanna@rejuvcosmetic.com,07/31/2021,REJUV SURGERY CENTER LLC,59 MINE BROOK ROAD,"BERNARDSVILLE, NJ  07924",,Dr. RICHARD MARKI,M.D.,,POINT (-74.57206504199996 40.71694598600004)
NJ24750,FEDERALLY QUALIFIED HEALTH CENTERS,24750,COMPLETECARE HEALTH NETWORK-UPPER DEERFIELD SCHOOL FACILITY,1369 HIGHWAY 77,,SEABROOK,NJ,08302,CUMBERLAND,(856) 391-1124,(856) 455-3144,rmoran@chcinj.org,05/31/2021,COMPLETECARE HEALTH NETWORK-VINELAND HEALTH CAMPUS,785 W. SHERMAN AVENUE,"VINELAND, NJ  08360",Non-Profit - Corporation,. JAMES EDWARDS,,,POINT (-75.21963897899997 39.50273800200006)
NJ24367,AMBULATORY CARE FACILITY,24367,SOUTH JERSEY RADIOLOGY ASSOCIATES PA,239 HURFFVILLE CROSS KEYS ROAD,,SEWELL,NJ,08080,GLOUCESTER,(856) 740-5241,(856) 740-5167,bemmett@sjra.com,12/31/2021,"SOUTH JERSEY RADIOLOGY ASSOCIATES, P.A.",1307 WHITE HORSE ROAD #A-102,"VOORHEES, NJ  08043",Profit - Corporation,Ms. STEPHANIE SAYER,,,POINT (-75.04272902199995 39.72256900300005)
NJR24707,SURGICAL PRACTICE,R24707,CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,200A ROUTE 73,,VOORHEES,NJ,08043,CAMDEN,(856) 767-0009,(856) 767-0990,,02/28/2022,CENTER FOR REPRODUCTIVE MEDICINE AND FERTILITY,200A ROUTE 73,"VOORHEES, NJ  08043",Profit - Individual,Dr. LOUIS MANARA,,,POINT (-74.92387089899995 39.84356395400005)
NJ22707,END STAGE RENAL DIALYSIS,22707,FRESENIUS MEDICAL CARE HAMILTON,2 HAMILTON HEALTH PLACE,,HAMILTON,NJ,08690,MERCER,(609) 689-9260,(609) 689-9268,MAUREEN.MARSHALL@FMC-NA.COM,10/31/2021,"BIO-MEDICAL APPLICATIONS OF NEW JERSEY, INC.",920 WINTER STREET,"WALTHAM, MA  02451",Profit - LLC,Ms. MAUREEN MARSHALL,,,POINT (-74.67461623899999 40.21725607500008)
NJ31C0001083,AMBULATORY SURGICAL CENTER,22935,ACCESS,"3205 FIRE ROAD, SUITE 3",,EGG HARBOR TOWNSHIP,NJ,08234,ATLANTIC,(609) 407-1113,(609) 407-0330,rholder@accesssurgi.com,07/31/2021,"ATLANTIC GASTRO SURGICENTER, L.L.C.","3205 FIRE ROAD, SUITE 3","EGG HARBOR TOWNSHIP, NJ  08234",Profit - LLC,Mr. ROY HOLDER,,,POINT (-74.57386151399999 39.38277603300003)
NJ23027OHI,AMBULATORY CARE FACILITY,23027,OCEAN HEALTH INITIATIVES,101 2ND STREET,,LAKEWOOD,NJ,08701,OCEAN,(732) 363-6655,(732) 901-0663,wsherrard@ohinj.org,10/31/2021,OCEAN HEALTH INITIATIVES,101 2ND STREET,"LAKEWOOD, NJ  08701",Non-Profit - Other,Mr. WARREN SHERARD,,,POINT (-74.20892696599998 40.09294502000006)
NJ310001113,AMBULATORY SURGICAL CENTER,22445,CHERRY HILL WOMENS CENTER,502 KINGS HIGHWAY NORTH,,CHERRY HILL,NJ,08034,CAMDEN,(856) 675-1375,(856) 667-8304,jgroves@cherryhillwomenscenter.com,03/31/2022,"CHERRY HILL WOMEN'S CENTER, INC.",502 KINGS HIGHWAY NORTH,"CHERRY HILL, NJ  08034",,Ms. JENIFER GROVES,,,POINT (-74.99689702599994 39.92680300000006)
